verified_monthly_income,income_volatility,income_stability,foir,ltv,emi_to_income,existing_monthly_obligations,bank_balance_trend,income_sources,income_mismatch_percentage,document_confidence,identity_mismatch_flag,repayment_history_score,employment_stability,loan_amount,vehicle_price,tenure_months,risk_label
39513.435366,0.380615,0.619385,0.588806,0.940751,0.20325,1294.558654,-0.286432,2.078838,0.349968,0.67498,0.0,0.790086,0.86874,281596.582783,396777.945705,36.0,0.476206
16528.501299,0.076191,0.923809,0.535148,0.76658,0.191928,4624.443074,0.236829,1.335578,0.212537,0.873963,0.0,0.46872,0.891581,388005.062832,125401.474856,24.0,0.530167
58184.754631,0.454013,0.545987,0.711956,0.528914,0.315392,19330.642686,-0.130005,2.394386,0.105554,0.84213,0.0,0.883317,0.877736,252417.068825,97249.034687,60.0,0.480383
20171.755239,0.323772,0.676228,0.373038,0.718631,0.263063,2922.387385,0.324103,1.919479,0.053547,0.588068,1.0,0.713048,0.790274,269410.200378,466239.415899,60.0,0.704063
49865.532873,0.412867,0.587133,0.309498,0.559572,0.428425,5563.562312,0.015561,2.500953,0.199447,0.834094,0.0,0.601838,0.696584,170504.817082,284770.971604,48.0,0.464403
40525.413237,0.44016,0.55984,0.279575,0.406598,0.432861,1387.800265,0.204052,1.977156,0.265358,0.845305,0.0,0.787542,0.694493,329597.175165,119082.407233,36.0,0.357736
33247.887291,0.33198,0.66802,0.459757,0.623442,0.448888,7319.701563,-0.053733,1.907491,0.107318,0.615269,0.0,0.832771,0.589329,312579.561637,479368.575365,36.0,0.416085
70395.349013,0.13825,0.86175,0.594135,0.787914,0.443569,23445.265694,-0.092627,1.721762,0.105794,0.854009,0.0,0.47595,0.427309,78538.846881,202697.390712,36.0,0.603523
71459.413184,0.051294,0.948706,0.284821,0.711164,0.232433,27597.558004,-0.123265,2.723446,0.03993,0.532672,1.0,0.695048,0.746213,293393.346207,143725.342919,48.0,0.663122
21388.56813,0.124095,0.875905,0.370513,0.787482,0.324078,6636.389649,-0.033735,2.817009,0.104074,0.794263,0.0,0.657298,0.741178,80478.303487,483245.686522,24.0,0.479025
30584.092937,0.105513,0.894487,0.202087,0.512979,0.144771,32.73382,0.015353,2.187622,0.101941,0.615738,0.0,0.824173,0.821793,214370.650978,368701.66643,48.0,0.277246
61879.350537,0.330592,0.669408,0.37634,0.753966,0.333719,22484.7641,0.278642,1.14282,0.058073,0.653806,0.0,0.849375,0.741524,158127.600024,132228.536433,48.0,0.431655
85700.718056,0.250236,0.749764,0.152287,0.42591,0.262569,11049.276455,-0.124742,1.182654,0.336669,0.917979,0.0,0.745119,0.970472,399854.621738,362358.265407,48.0,0.288426
72233.175313,0.087595,0.912405,0.387449,0.580802,0.448992,12594.142675,0.269971,2.93811,0.164504,0.704174,0.0,0.592635,0.46276,114680.449904,252890.937711,60.0,0.436074
85889.515467,0.406783,0.593217,0.395637,0.604436,0.22668,33331.47844,-0.017077,2.029193,0.345842,0.82883,0.0,0.725556,0.647949,123778.064074,231947.330844,60.0,0.458793
71999.290205,0.101779,0.898221,0.702987,0.684775,0.350423,3497.036726,0.381203,2.217743,0.083754,0.579189,0.0,0.730503,0.731351,91691.128436,496747.998546,24.0,0.48461
23809.961182,0.416072,0.583928,0.565792,0.730767,0.21023,7949.897897,0.386171,1.487462,0.192943,0.691793,0.0,0.953121,0.704945,358970.92675,442891.31246,48.0,0.476555
79080.928498,0.169938,0.830062,0.273662,0.401667,0.359597,26491.349422,0.105946,2.319882,0.302841,0.723274,0.0,0.690605,0.599464,319376.710391,238428.22277,48.0,0.411259
88558.09735,0.119403,0.880597,0.656408,0.667004,0.224998,16754.350725,0.339401,1.762462,0.345945,0.896197,0.0,0.791211,0.491263,388040.309046,133023.43332,48.0,0.536329
80564.278054,0.220153,0.779847,0.397003,0.869588,0.255293,21100.793939,-0.191947,1.938981,0.339221,0.669281,0.0,0.815623,0.789902,349600.199399,437983.361358,60.0,0.486253
62009.938426,0.443719,0.556281,0.45166,0.801349,0.197474,16975.830187,-0.098835,1.454973,0.031633,0.989169,0.0,0.856222,0.822334,94172.46171,149873.210426,48.0,0.45745
18449.322651,0.398072,0.601928,0.343647,0.49462,0.295285,4176.395765,0.254764,1.339967,0.027639,0.93542,0.0,0.771826,0.544498,370361.865448,140109.442454,60.0,0.395283
49467.787438,0.33342,0.66658,0.402415,0.586961,0.300377,1461.513913,0.361665,2.975303,0.104704,0.981015,0.0,0.814188,0.674101,162721.367983,499736.89751,60.0,0.347141
43602.322324,0.17948,0.82052,0.554531,0.414261,0.393912,6903.219797,-0.294331,2.730135,0.272409,0.986801,0.0,0.94637,0.847103,343165.225889,459232.665749,36.0,0.38984
41424.071688,0.318309,0.681691,0.540547,0.868603,0.33753,13890.934733,0.139774,2.806807,0.226219,0.654466,0.0,0.664494,0.747744,309002.321099,117856.017813,48.0,0.51536
46162.732006,0.100397,0.899603,0.669699,0.637807,0.285592,5032.242822,-0.184819,2.828098,0.330466,0.983692,0.0,0.577085,0.922238,333439.063126,276699.183318,24.0,0.463526
87487.51571,0.43007,0.56993,0.736962,1.028725,0.385514,12800.300152,0.253477,1.027837,0.1878,0.727393,0.0,0.803697,0.803404,258750.431162,425415.266515,48.0,0.552944
32536.642666,0.012512,0.987488,0.464915,0.994916,0.193051,822.748111,0.276699,2.818775,0.105767,0.704148,0.0,0.483866,0.967757,163483.958681,286902.339971,24.0,0.44054
55315.995441,0.194323,0.805677,0.717097,0.852715,0.298264,12995.726351,0.208619,2.770828,0.229223,0.916847,0.0,0.769391,0.963432,155111.647629,369917.878774,36.0,0.511576
86291.637739,0.427725,0.572275,0.545692,0.753903,0.442688,12380.221269,-0.021302,1.379617,0.042756,0.924017,0.0,0.67283,0.797661,278179.518859,330801.302998,24.0,0.460761
40013.186732,0.49441,0.50559,0.233384,0.939382,0.302889,9385.222328,0.269137,1.465997,0.271029,0.894322,0.0,0.757589,0.566365,394569.564828,494761.467834,48.0,0.494506
23244.476092,0.433224,0.566776,0.332857,0.91248,0.314321,146.729207,-0.114243,1.253517,0.147336,0.556825,0.0,0.438135,0.668965,183093.251098,329339.727505,60.0,0.515484
85906.173223,0.021683,0.978317,0.663538,0.738943,0.271154,33126.320111,-0.257422,1.957964,0.140566,0.843049,0.0,0.694161,0.94582,84986.843361,113932.000513,36.0,0.431403
35626.199967,0.316538,0.683462,0.311371,1.046508,0.295084,6465.662478,0.123799,1.198357,0.245623,0.926396,0.0,0.79055,0.861378,305085.571664,170309.687858,60.0,0.485897
46036.017838,0.41371,0.58629,0.574248,0.603156,0.223133,4693.644487,0.367515,2.373642,0.165994,0.545612,0.0,0.451219,0.659126,313160.249525,236511.680938,36.0,0.526861
58984.881205,0.280793,0.719207,0.17945,0.629839,0.339562,17702.170949,0.307665,2.442121,0.33894,0.800205,0.0,0.610988,0.746751,132331.193928,355829.247255,36.0,0.432974
41258.549567,0.278133,0.721867,0.281069,0.547003,0.261607,9257.852484,0.237203,2.243448,0.236242,0.77837,0.0,0.765397,0.794699,295780.203871,92160.336046,48.0,0.3724
38173.851662,0.169912,0.830088,0.665411,0.768109,0.252259,2166.360801,0.14322,1.061314,0.261139,0.607566,1.0,0.651899,0.604538,185818.051442,383070.306452,24.0,0.830831
81250.663839,0.07779,0.92221,0.132346,0.453028,0.266227,13780.592717,0.124953,1.828367,0.075449,0.756173,0.0,0.607104,0.466534,290594.083597,329116.385165,48.0,0.271455
44644.754707,0.299662,0.700338,0.295923,0.537302,0.165287,4563.042232,-0.070314,1.01546,0.261455,0.587847,1.0,0.628124,0.822203,230089.197829,430008.765016,48.0,0.663661
20405.662244,0.430882,0.569118,0.112182,0.998756,0.404496,4699.498787,0.10138,2.418998,0.146193,0.557587,0.0,0.412514,0.594861,332449.532466,339612.610588,48.0,0.460152
78336.326986,0.121658,0.878342,0.440576,0.657248,0.222391,10638.489363,-0.066852,1.336265,0.178669,0.557013,0.0,0.705971,0.943554,178787.590261,385499.224383,36.0,0.358736
25983.316371,0.098636,0.901364,0.59414,0.826081,0.178458,8032.462564,0.045882,2.508892,0.265957,0.724453,0.0,0.954493,0.738695,276001.428481,342299.147366,48.0,0.405949
20121.469387,0.221104,0.778896,0.278538,0.436512,0.287421,2498.344825,0.01634,1.11378,0.291094,0.538366,0.0,0.91855,0.913176,269102.852061,292968.48328,60.0,0.29568
86567.360754,0.369461,0.630539,0.690882,0.771577,0.182119,20949.503319,0.050957,2.915445,0.157683,0.905483,0.0,0.902426,0.989431,88671.904888,351373.37828,24.0,0.433627
47831.870573,0.219711,0.780289,0.203185,0.642354,0.213355,7820.881961,-0.063143,2.195772,0.276229,0.823653,0.0,0.439547,0.456704,290648.977246,199341.729029,36.0,0.416108
58705.463594,0.070714,0.929286,0.729003,0.854012,0.249346,13972.868462,0.356602,1.619164,0.131838,0.895831,0.0,0.887911,0.80207,341846.050784,390285.362294,24.0,0.498794
46755.477474,0.180914,0.819086,0.217171,0.539225,0.432731,9094.331635,-0.14142,1.275131,0.027008,0.922214,0.0,0.460684,0.862525,343940.741056,451146.509507,24.0,0.395443
80729.457941,0.309016,0.690984,0.200264,0.51755,0.348639,20173.98412,0.331859,2.442366,0.015292,0.68215,0.0,0.831751,0.981753,267602.443523,396004.289347,60.0,0.259334
32937.637293,0.482798,0.517202,0.687583,0.526111,0.343841,7515.306833,0.008418,2.538877,0.272343,0.751453,0.0,0.651196,0.497235,127897.228691,333958.647982,48.0,0.514729
51044.29916,0.185606,0.814394,0.562411,0.735341,0.161144,1712.538797,-0.187781,1.898638,0.179673,0.915523,0.0,0.455028,0.946303,337679.106991,451544.504962,24.0,0.469315
44734.04741,0.186981,0.813019,0.153044,0.54595,0.225166,1772.955674,0.200293,1.670581,0.051117,0.519152,0.0,0.950438,0.683473,342577.565217,398713.285002,60.0,0.240176
15393.839873,0.039613,0.960387,0.642726,0.756723,0.359987,3249.77202,-0.222169,1.576203,0.105403,0.523875,0.0,0.651895,0.876339,215418.629656,126560.316022,60.0,0.499744
16232.651415,0.257688,0.742312,0.193325,0.679005,0.322887,1561.998173,-0.008403,2.328743,0.029965,0.987327,0.0,0.440608,0.715636,232491.416837,495099.223951,24.0,0.391588
50260.130862,0.317835,0.682165,0.264873,0.410557,0.380212,6931.927371,0.213059,2.256514,0.270025,0.867593,0.0,0.599511,0.426601,245644.673371,421673.723534,36.0,0.446552
66351.192481,0.49041,0.50959,0.218481,0.487654,0.356295,25043.730792,-0.274111,1.403182,0.276888,0.942895,0.0,0.589357,0.586046,195396.178933,422470.553876,60.0,0.401223
71496.818911,0.095552,0.904448,0.607547,0.962769,0.229535,3559.826849,-0.042387,2.778973,0.260158,0.947319,0.0,0.631987,0.984234,228709.097023,288959.824847,48.0,0.533347
69531.099326,0.039464,0.960536,0.634522,0.754558,0.226,2226.911764,0.162643,1.612992,0.210918,0.713058,0.0,0.813859,0.610928,74400.755369,445415.613524,48.0,0.474337
47620.537807,0.319735,0.680265,0.137283,0.83627,0.254049,9773.372875,0.224929,1.319973,0.010899,0.924335,0.0,0.806853,0.662904,102918.208263,179118.059777,48.0,0.3317
86210.033391,0.016193,0.983807,0.39245,0.641127,0.2665,2651.318155,-0.203613,1.7339,0.110035,0.639345,0.0,0.976312,0.415548,123256.336821,297453.015168,24.0,0.326634
34521.732835,0.223137,0.776863,0.285625,0.995711,0.282096,1693.462526,0.296978,1.904085,0.314538,0.722556,0.0,0.452674,0.809158,347477.214451,214226.864282,48.0,0.512954
56249.786062,0.145181,0.854819,0.202378,0.861216,0.351072,3917.032821,-0.046955,1.448483,0.344796,0.896033,0.0,0.542042,0.696413,182704.818311,320356.510989,60.0,0.473189
56373.520044,0.305974,0.694026,0.301039,1.049737,0.357227,11854.125814,0.238415,2.646679,0.025813,0.98619,0.0,0.785403,0.669985,291237.056821,224696.207895,36.0,0.47924
24677.471835,0.251432,0.748568,0.640404,0.736766,0.220361,1598.774033,0.354316,1.450941,0.331619,0.759449,0.0,0.570429,0.447316,126742.652624,481667.683358,48.0,0.523037
37711.845458,0.266739,0.733261,0.209613,1.012045,0.170884,9936.812928,0.204443,2.210278,0.294886,0.781809,0.0,0.895142,0.417024,75457.013119,349410.568206,48.0,0.434404
72521.925069,0.208293,0.791707,0.423725,0.807657,0.215592,27751.244777,0.038061,2.609376,0.239747,0.648717,0.0,0.443784,0.435948,209465.869973,283385.474645,36.0,0.520439
25775.151837,0.430743,0.569257,0.742215,0.624491,0.251576,7842.502295,0.060486,1.212368,0.084608,0.561261,0.0,0.669758,0.484527,77205.799212,477061.654935,60.0,0.531981
79898.062629,0.07985,0.92015,0.475497,0.603265,0.37183,15924.180594,0.060307,1.997519,0.107989,0.511588,0.0,0.96714,0.703267,388673.454388,170360.657461,48.0,0.326872
36101.725378,0.298759,0.701241,0.537138,0.585736,0.122699,1552.332088,-0.206246,1.528946,0.128022,0.701627,0.0,0.427145,0.430695,251017.734156,232259.985897,48.0,0.458662
52819.164684,0.382202,0.617798,0.742909,0.842259,0.159208,20601.223923,-0.024267,2.589794,0.11868,0.969474,0.0,0.852979,0.519435,233101.655517,290032.7195,24.0,0.499302
68519.388474,0.401983,0.598017,0.196811,0.980536,0.166128,25526.726481,-0.077029,1.785909,0.215775,0.921301,0.0,0.756235,0.704389,233302.794255,285735.593868,48.0,0.416666
16247.771663,0.16562,0.83438,0.370751,0.599991,0.416593,5667.866909,0.140482,2.193819,0.092936,0.827795,0.0,0.983234,0.747085,137364.696602,101569.169351,60.0,0.320706
62176.893086,0.309868,0.690132,0.196054,0.842472,0.130418,23582.580611,-0.223073,1.037875,0.109792,0.575716,0.0,0.8143,0.646226,323490.582614,466618.798957,24.0,0.384049
53901.240867,0.280443,0.719557,0.410941,0.644936,0.435706,9910.573903,0.073189,2.092546,0.236554,0.933827,0.0,0.808448,0.882192,149883.142318,283355.642712,36.0,0.393612
37387.437089,0.470743,0.529257,0.601263,0.858186,0.347779,7313.028749,0.035862,2.120975,0.32707,0.860832,0.0,0.572674,0.744086,244684.898176,456219.393847,60.0,0.619475
86595.664754,0.402308,0.597692,0.28696,0.864192,0.2343,15323.141391,-0.120489,1.958159,0.070724,0.769289,0.0,0.959814,0.817703,106672.804632,338584.354454,36.0,0.333451
65237.547367,0.265521,0.734479,0.134119,0.668646,0.356728,2623.721195,0.239536,1.010363,0.192623,0.96455,0.0,0.644144,0.961019,358655.871315,280528.378585,36.0,0.362587
36543.377817,0.142708,0.857292,0.599671,0.823994,0.196633,10797.640269,0.295233,1.074596,0.322515,0.708942,0.0,0.902563,0.960354,72355.548732,431205.343207,60.0,0.411094
71175.240108,0.436145,0.563855,0.124353,0.593955,0.318918,26433.198638,-0.065471,1.908698,0.224459,0.762159,0.0,0.933556,0.48052,231432.308995,194591.574229,24.0,0.32499
69833.942536,0.324143,0.675857,0.109155,0.619123,0.217358,18838.43618,-0.164787,2.221909,0.223554,0.702745,0.0,0.656622,0.596756,196283.303853,120061.744434,36.0,0.351795
85186.904025,0.003415,0.996585,0.390378,0.573546,0.228776,19847.211256,0.101014,1.523106,0.125843,0.618151,0.0,0.800672,0.679237,114303.720577,368150.920354,48.0,0.370214
62903.34939,0.470318,0.529682,0.243552,1.022284,0.2778,11447.872967,0.392187,1.74725,0.245679,0.956398,0.0,0.85441,0.881197,340705.193089,399981.040388,24.0,0.422995
54612.984305,0.180892,0.819108,0.172936,0.938703,0.417953,4416.153999,0.075662,1.329074,0.29907,0.72092,0.0,0.808177,0.830151,226201.508723,457533.52772,60.0,0.421798
49007.422513,0.256624,0.743376,0.137529,0.700546,0.386282,14178.436987,-0.022836,2.632906,0.261032,0.789156,0.0,0.427174,0.606717,81678.370118,497531.9374,24.0,0.494038
50405.340063,0.143545,0.856455,0.188029,0.816991,0.360666,19431.915213,-0.037877,2.782667,0.156988,0.958558,0.0,0.626498,0.44815,387809.087969,447312.56311,36.0,0.452135
41082.741535,0.089237,0.910763,0.443748,0.873108,0.193488,57.076991,-0.284085,1.596726,0.235725,0.772223,0.0,0.71916,0.894016,144154.093091,225387.088695,48.0,0.387487
80640.613097,0.382745,0.617255,0.529128,0.7997,0.428959,28677.135554,-0.131534,1.134582,0.20788,0.723221,1.0,0.803214,0.923327,143209.611414,98579.426624,60.0,0.790896
32575.445887,0.108635,0.891365,0.136689,0.727532,0.215457,10629.840425,0.212062,1.637807,0.209271,0.836266,0.0,0.592399,0.581059,108708.547616,357289.218001,36.0,0.367158
35636.544038,0.278359,0.721641,0.577888,0.513837,0.343988,7923.438695,-0.267181,1.68883,0.225161,0.690577,0.0,0.714678,0.817785,198808.120122,205953.167663,36.0,0.479652
50513.911531,0.42467,0.57533,0.559925,0.923755,0.421865,11363.325641,0.37745,2.114574,0.046932,0.621429,0.0,0.522002,0.788024,373556.875534,435796.022086,24.0,0.576302
77205.471391,0.025768,0.974232,0.49323,0.425706,0.144019,24849.372103,0.111309,2.342901,0.075956,0.604445,0.0,0.94422,0.581913,369058.01464,168959.264261,36.0,0.371637
23798.714958,0.499786,0.500214,0.257686,0.792861,0.187489,8711.533505,0.086456,2.551028,0.133232,0.766825,0.0,0.615556,0.556937,234357.623608,288856.463102,24.0,0.481225
69181.017989,0.380814,0.619186,0.232033,0.603399,0.135086,23911.307585,0.218877,1.03244,0.193659,0.792016,0.0,0.832007,0.577115,126705.206127,176607.822921,36.0,0.349031
64095.597459,0.342423,0.657577,0.634035,1.02823,0.331759,12578.006791,-0.182236,2.589951,0.059243,0.860157,0.0,0.69299,0.95014,244326.530819,349559.974537,24.0,0.543817
77930.13702,0.037165,0.962835,0.131534,0.404149,0.165372,19660.266337,-0.252422,1.302059,0.076552,0.728005,0.0,0.43627,0.782637,377527.265173,463355.610989,60.0,0.247054
54915.936376,0.205669,0.794331,0.569425,0.74823,0.214607,11031.86547,0.188501,1.861146,0.328899,0.589633,1.0,0.950829,0.714631,141929.402987,340307.953813,48.0,0.739572
76141.079303,0.133662,0.866338,0.342484,0.663918,0.306451,30158.964716,-0.1419,2.368083,0.296753,0.826868,0.0,0.914931,0.855752,91790.171845,239290.889341,60.0,0.318114
15708.762949,0.085692,0.914308,0.382041,0.909845,0.306733,5390.998073,-0.233247,2.056318,0.014893,0.605709,0.0,0.92087,0.932533,221670.097799,99556.027712,24.0,0.392628
36027.976032,0.271515,0.728485,0.21658,0.952778,0.125167,2985.395047,-0.199066,2.641381,0.287316,0.964437,0.0,0.579566,0.738375,252676.612763,436765.818622,48.0,0.413909
70480.887819,0.395249,0.604751,0.150978,0.884547,0.234134,2753.992408,-0.137499,1.152036,0.211809,0.806933,0.0,0.757365,0.981352,170968.059972,346331.63791,60.0,0.351743
41685.839828,0.470571,0.529429,0.541802,0.829437,0.148279,10315.009167,0.258639,2.426217,0.028713,0.57711,0.0,0.827006,0.780341,311482.798252,213004.856046,24.0,0.412098
85722.017051,0.222368,0.777632,0.16645,0.456743,0.262223,19098.352172,0.058709,1.206586,0.031367,0.77711,0.0,0.758155,0.870663,353664.180271,85183.058251,60.0,0.258078
21352.46377,0.450568,0.549432,0.735812,0.771774,0.175962,3251.826695,-0.202812,1.602263,0.172593,0.531634,0.0,0.660806,0.652661,224638.646738,112306.971786,48.0,0.602983
69067.458934,0.247901,0.752099,0.39761,0.488068,0.122233,10931.775788,0.289129,1.75978,0.301769,0.720111,0.0,0.65837,0.894121,281352.531845,329645.026007,48.0,0.349332
86045.919151,0.100426,0.899574,0.726974,1.029671,0.216178,23919.311956,0.043705,2.151759,0.084849,0.688028,0.0,0.889897,0.635761,98721.860028,316817.213624,36.0,0.544902
56257.436775,0.476502,0.523498,0.560439,0.684996,0.216139,15590.854769,0.273276,2.591314,0.1432,0.749652,0.0,0.780002,0.545213,283945.409301,380399.284346,60.0,0.446554
89302.546083,0.239617,0.760383,0.429298,0.998255,0.348264,19419.560331,0.253505,1.719059,0.313426,0.768453,0.0,0.782908,0.450989,321444.376293,356192.690724,48.0,0.491845
60950.842673,0.28161,0.71839,0.520383,1.028427,0.229427,19412.381736,-0.225839,1.197213,0.0777,0.873427,0.0,0.734796,0.812599,135150.790301,237130.218478,60.0,0.526517
59144.246741,0.250233,0.749767,0.115966,0.467957,0.257272,22752.268074,-0.218751,2.881352,0.049586,0.655945,0.0,0.6732,0.52412,224194.839585,279988.263108,60.0,0.341977
48933.539494,0.033587,0.966413,0.562006,0.41468,0.233216,2140.601243,0.260035,2.859845,0.259171,0.757997,0.0,0.731146,0.598594,204965.590431,274062.746148,60.0,0.416577
28979.019396,0.328654,0.671346,0.579302,0.974013,0.26836,4979.208046,-0.296885,1.429592,0.097421,0.85188,0.0,0.877605,0.746409,331830.801341,305493.38444,48.0,0.473002
49316.281665,0.131177,0.868823,0.443015,0.815421,0.317,12058.983313,0.110903,1.695849,0.295931,0.808681,0.0,0.888243,0.823593,161131.243798,338083.496599,24.0,0.43937
38488.930865,0.119286,0.880714,0.342649,0.491883,0.248193,9182.316821,0.102364,1.846078,0.170335,0.76869,0.0,0.951497,0.958417,118899.832731,150083.520008,48.0,0.247342
38593.5011,0.2255,0.7745,0.333375,0.406229,0.165056,12584.814921,0.37468,2.010876,0.173239,0.842348,0.0,0.649378,0.903935,226157.834059,114721.66283,24.0,0.36339
31539.712972,0.016348,0.983652,0.287636,0.907481,0.306665,9746.372306,0.046719,2.021612,0.20045,0.633944,0.0,0.725864,0.994536,244294.7489,397850.221824,60.0,0.392777
89233.179591,0.051208,0.948792,0.588375,0.593511,0.449773,16052.418766,-0.055996,2.633457,0.153674,0.996979,0.0,0.865379,0.542168,335638.923725,326928.03673,48.0,0.489106
60769.635196,0.214084,0.785916,0.610152,0.928794,0.385795,13857.283987,0.072597,2.193715,0.058932,0.9895,0.0,0.575581,0.743641,383815.097449,296054.295107,24.0,0.52088
71257.060237,0.205798,0.794202,0.28026,0.826333,0.351471,3782.064134,-0.19763,1.644193,0.086644,0.921778,0.0,0.63562,0.485303,275016.674037,343681.384727,60.0,0.436981
